site	species	year	date	individual	subindividual	flower	pollinaria_removed	pollen_on_stigma	herbivory	recorder	writer	notes
Oerup	Dactylorhiza_majalis	2022	23.5.2022	137	NA	1	2	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	137	NA	2	2	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	137	NA	3	2	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	137	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	137	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	138	NA	1	1	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	138	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	138	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	138	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	138	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	139	NA	1	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	139	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	139	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	139	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	139	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	140	NA	1	1	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	140	NA	2	0	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	140	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	140	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	140	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	141	NA	1	1	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	141	NA	2	1	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	141	NA	3	2	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	141	NA	4	2	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	141	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	142	NA	1	1	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	142	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	142	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	142	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	142	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	143	NA	1	1	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	143	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	143	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	143	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	143	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	144	NA	1	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	144	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	144	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	144	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	144	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	145	NA	1	0	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	145	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	145	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	145	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	145	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	146	NA	1	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	146	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	146	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	146	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	146	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	147	NA	1	2	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	147	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	147	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	147	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	147	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	148	NA	1	0	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	148	NA	2	0	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	148	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	148	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	148	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	149	NA	1	2	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	149	NA	2	2	1	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	149	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	149	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	149	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	150	NA	1	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	150	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	150	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	150	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	150	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	151	NA	1	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	151	NA	2	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	151	NA	3	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	151	NA	4	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	151	NA	5	0	0	0	AS	RD	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	1	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	1	NA	2	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	1	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	1	NA	4	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	1	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	2	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	2	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	2	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	2	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	2	NA	5	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	3	NA	1	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	3	NA	2	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	3	NA	3	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	3	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	3	NA	5	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	4	NA	1	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	4	NA	2	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	4	NA	3	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	4	NA	4	0	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	4	NA	5	2	0	NA	Javier	Julie	NA
Oerup	Dactylorhiza_majalis	2022	23.5.2022	5	NA	1	0	0	NA	Javier	Julie	NA
